Entity,Code,Year,Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Income classifications (World Bank (2017)),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Year
New Caledonia,NCL,1989,,Upper-middle income,,
New Caledonia,NCL,1990,,Upper-middle income,,
New Caledonia,NCL,1991,,Upper-middle income,,
New Caledonia,NCL,1992,,Upper-middle income,,
New Caledonia,NCL,1993,,Upper-middle income,,
New Caledonia,NCL,1994,,Upper-middle income,,
New Caledonia,NCL,1995,,High income,,
New Caledonia,NCL,1996,,High income,,
New Caledonia,NCL,1997,,High income,,
New Caledonia,NCL,1998,,High income,,
New Caledonia,NCL,1999,,High income,,
New Caledonia,NCL,2000,,High income,,
New Caledonia,NCL,2001,,High income,,
New Caledonia,NCL,2002,,High income,,
New Caledonia,NCL,2003,,High income,,
New Caledonia,NCL,2004,,High income,,
New Caledonia,NCL,2005,,High income,,
New Caledonia,NCL,2006,,High income,,
New Caledonia,NCL,2007,,High income,,
New Caledonia,NCL,2008,,High income,,
New Caledonia,NCL,2009,,High income,,
New Caledonia,NCL,2010,,High income,,
New Caledonia,NCL,2011,,High income,,
New Caledonia,NCL,2012,,High income,,
New Caledonia,NCL,2013,,High income,,
New Caledonia,NCL,2014,,High income,,
New Caledonia,NCL,2015,,High income,,
New Caledonia,NCL,2016,,High income,,
New Zealand,NZL,1990,6198,High income,4792,2019
New Zealand,NZL,1991,6084,High income,4792,2019
New Zealand,NZL,1992,6088,High income,4792,2019
New Zealand,NZL,1993,6041,High income,4792,2019
New Zealand,NZL,1994,5890,High income,4792,2019
New Zealand,NZL,1995,5908,High income,4792,2019
New Zealand,NZL,1996,5793,High income,4792,2019
New Zealand,NZL,1997,5608,High income,4792,2019
New Zealand,NZL,1998,5371,High income,4792,2019
New Zealand,NZL,1999,5351,High income,4792,2019
New Zealand,NZL,2000,5182,High income,4792,2019
New Zealand,NZL,2001,5140,High income,4792,2019
New Zealand,NZL,2002,5028,High income,4792,2019
New Zealand,NZL,2003,4941,High income,4792,2019
New Zealand,NZL,2004,4848,High income,4792,2019
New Zealand,NZL,2005,4701,High income,4792,2019
New Zealand,NZL,2006,4650,High income,4792,2019
New Zealand,NZL,2007,4664,High income,4792,2019
New Zealand,NZL,2008,4644,High income,4792,2019
New Zealand,NZL,2009,4584,High income,4792,2019
New Zealand,NZL,2010,4517,High income,4792,2019
New Zealand,NZL,2011,4541,High income,4792,2019
New Zealand,NZL,2012,4524,High income,4792,2019
New Zealand,NZL,2013,4477,High income,4792,2019
New Zealand,NZL,2014,4522,High income,4792,2019
New Zealand,NZL,2015,4498,High income,4792,2019
New Zealand,NZL,2016,4486,High income,4792,2019
New Zealand,NZL,2017,4501,,4792,2019
New Zealand,NZL,2018,4713,,4792,2019
New Zealand,NZL,2019,4792,,4792,2019
New Zealand,NZL,1987,,High income,4792,2019
New Zealand,NZL,1988,,High income,4792,2019
New Zealand,NZL,1989,,High income,4792,2019
Nicaragua,NIC,1990,806,Lower-middle income,1645,2019
Nicaragua,NIC,1991,919,Low income,1645,2019
Nicaragua,NIC,1992,928,Low income,1645,2019
Nicaragua,NIC,1993,962,Low income,1645,2019
Nicaragua,NIC,1994,993,Low income,1645,2019
Nicaragua,NIC,1995,1076,Low income,1645,2019
Nicaragua,NIC,1996,1116,Low income,1645,2019
Nicaragua,NIC,1997,1061,Low income,1645,2019
Nicaragua,NIC,1998,1029,Low income,1645,2019
Nicaragua,NIC,1999,1053,Low income,1645,2019
Nicaragua,NIC,2000,1031,Low income,1645,2019
Nicaragua,NIC,2001,1056,Low income,1645,2019
Nicaragua,NIC,2002,1113,Low income,1645,2019
Nicaragua,NIC,2003,1169,Low income,1645,2019
Nicaragua,NIC,2004,1188,Low income,1645,2019
Nicaragua,NIC,2005,1255,Lower-middle income,1645,2019
Nicaragua,NIC,2006,1197,Lower-middle income,1645,2019
Nicaragua,NIC,2007,1255,Lower-middle income,1645,2019
Nicaragua,NIC,2008,1300,Lower-middle income,1645,2019
Nicaragua,NIC,2009,1306,Lower-middle income,1645,2019
Nicaragua,NIC,2010,1303,Lower-middle income,1645,2019
Nicaragua,NIC,2011,1350,Lower-middle income,1645,2019
Nicaragua,NIC,2012,1388,Lower-middle income,1645,2019
Nicaragua,NIC,2013,1415,Lower-middle income,1645,2019
Nicaragua,NIC,2014,1445,Lower-middle income,1645,2019
Nicaragua,NIC,2015,1435,Lower-middle income,1645,2019
Nicaragua,NIC,2016,1523,Lower-middle income,1645,2019
Nicaragua,NIC,2017,1541,,1645,2019
Nicaragua,NIC,2018,1599,,1645,2019
Nicaragua,NIC,2019,1645,,1645,2019
Nicaragua,NIC,1987,,Lower-middle income,1645,2019
Nicaragua,NIC,1988,,Lower-middle income,1645,2019
Nicaragua,NIC,1989,,Lower-middle income,1645,2019
Niger,NER,1990,754,Low income,1982,2019
Niger,NER,1991,760,Low income,1982,2019
Niger,NER,1992,786,Low income,1982,2019
Niger,NER,1993,815,Low income,1982,2019
Niger,NER,1994,829,Low income,1982,2019
Niger,NER,1995,862,Low income,1982,2019
Niger,NER,1996,869,Low income,1982,2019
Niger,NER,1997,903,Low income,1982,2019
Niger,NER,1998,937,Low income,1982,2019
Niger,NER,1999,976,Low income,1982,2019
Niger,NER,2000,1019,Low income,1982,2019
Niger,NER,2001,1068,Low income,1982,2019
Niger,NER,2002,1102,Low income,1982,2019
Niger,NER,2003,1151,Low income,1982,2019
Niger,NER,2004,1162,Low income,1982,2019
Niger,NER,2005,1204,Low income,1982,2019
Niger,NER,2006,1231,Low income,1982,2019
Niger,NER,2007,1268,Low income,1982,2019
Niger,NER,2008,1278,Low income,1982,2019
Niger,NER,2009,1316,Low income,1982,2019
Niger,NER,2010,1363,Low income,1982,2019
Niger,NER,2011,1418,Low income,1982,2019
Niger,NER,2012,1472,Low income,1982,2019
Niger,NER,2013,1537,Low income,1982,2019
Niger,NER,2014,1607,Low income,1982,2019
Niger,NER,2015,1699,Low income,1982,2019
Niger,NER,2016,1786,Low income,1982,2019
Niger,NER,2017,1872,,1982,2019
Niger,NER,2018,1945,,1982,2019
Niger,NER,2019,1982,,1982,2019
Niger,NER,1987,,Low income,1982,2019
Niger,NER,1988,,Low income,1982,2019
Niger,NER,1989,,Low income,1982,2019
Nigeria,NGA,1990,14437,Low income,17350,2019
Nigeria,NGA,1991,14508,Low income,17350,2019
Nigeria,NGA,1992,14708,Low income,17350,2019
Nigeria,NGA,1993,14870,Low income,17350,2019
Nigeria,NGA,1994,15062,Low income,17350,2019
Nigeria,NGA,1995,15273,Low income,17350,2019
Nigeria,NGA,1996,15535,Low income,17350,2019
Nigeria,NGA,1997,15802,Low income,17350,2019
Nigeria,NGA,1998,16126,Low income,17350,2019
Nigeria,NGA,1999,16444,Low income,17350,2019
Nigeria,NGA,2000,16738,Low income,17350,2019
Nigeria,NGA,2001,16938,Low income,17350,2019
Nigeria,NGA,2002,17127,Low income,17350,2019
Nigeria,NGA,2003,17167,Low income,17350,2019
Nigeria,NGA,2004,17103,Low income,17350,2019
Nigeria,NGA,2005,16842,Low income,17350,2019
Nigeria,NGA,2006,16625,Low income,17350,2019
Nigeria,NGA,2007,16412,Low income,17350,2019
Nigeria,NGA,2008,16205,Lower-middle income,17350,2019
Nigeria,NGA,2009,16303,Lower-middle income,17350,2019
Nigeria,NGA,2010,16448,Lower-middle income,17350,2019
Nigeria,NGA,2011,16662,Lower-middle income,17350,2019
Nigeria,NGA,2012,17000,Lower-middle income,17350,2019
Nigeria,NGA,2013,17238,Lower-middle income,17350,2019
Nigeria,NGA,2014,17364,Lower-middle income,17350,2019
Nigeria,NGA,2015,17483,Lower-middle income,17350,2019
Nigeria,NGA,2016,17444,Lower-middle income,17350,2019
Nigeria,NGA,2017,17377,,17350,2019
Nigeria,NGA,2018,17323,,17350,2019
Nigeria,NGA,2019,17350,,17350,2019
Nigeria,NGA,1987,,Low income,17350,2019
Nigeria,NGA,1988,,Low income,17350,2019
Nigeria,NGA,1989,,Low income,17350,2019
Niue,NIU,1990,3,,3,2019
Niue,NIU,1991,3,,3,2019
Niue,NIU,1992,3,,3,2019
Niue,NIU,1993,3,,3,2019
Niue,NIU,1994,3,,3,2019
Niue,NIU,1995,3,,3,2019
Niue,NIU,1996,3,,3,2019
Niue,NIU,1997,3,,3,2019
Niue,NIU,1998,3,,3,2019
Niue,NIU,1999,3,,3,2019
Niue,NIU,2000,3,,3,2019
Niue,NIU,2001,3,,3,2019
Niue,NIU,2002,3,,3,2019
Niue,NIU,2003,3,,3,2019
Niue,NIU,2004,3,,3,2019
Niue,NIU,2005,3,,3,2019
Niue,NIU,2006,3,,3,2019
Niue,NIU,2007,3,,3,2019
Niue,NIU,2008,3,,3,2019
Niue,NIU,2009,3,,3,2019
Niue,NIU,2010,3,,3,2019
Niue,NIU,2011,3,,3,2019
Niue,NIU,2012,3,,3,2019
Niue,NIU,2013,3,,3,2019
Niue,NIU,2014,3,,3,2019
Niue,NIU,2015,3,,3,2019
Niue,NIU,2016,3,,3,2019
Niue,NIU,2017,3,,3,2019
Niue,NIU,2018,3,,3,2019
Niue,NIU,2019,3,,3,2019
North America (WB),,1990,566060,,577443,2019
North America (WB),,1991,564725,,577443,2019
North America (WB),,1992,562438,,577443,2019
North America (WB),,1993,571821,,577443,2019
North America (WB),,1994,571987,,577443,2019
North America (WB),,1995,574961,,577443,2019
North America (WB),,1996,569882,,577443,2019
North America (WB),,1997,564853,,577443,2019
North America (WB),,1998,564510,,577443,2019
North America (WB),,1999,566946,,577443,2019
North America (WB),,2000,564430,,577443,2019
North America (WB),,2001,561573,,577443,2019
North America (WB),,2002,560264,,577443,2019
North America (WB),,2003,555112,,577443,2019
North America (WB),,2004,543304,,577443,2019
North America (WB),,2005,542585,,577443,2019
North America (WB),,2006,536831,,577443,2019
North America (WB),,2007,531740,,577443,2019
North America (WB),,2008,532585,,577443,2019
North America (WB),,2009,528437,,577443,2019
North America (WB),,2010,523345,,577443,2019
North America (WB),,2011,525940,,577443,2019
North America (WB),,2012,526736,,577443,2019
North America (WB),,2013,529315,,577443,2019
North America (WB),,2014,532269,,577443,2019
North America (WB),,2015,536927,,577443,2019
North America (WB),,2016,543602,,577443,2019
North America (WB),,2017,547388,,577443,2019
North America (WB),,2018,564622,,577443,2019
North America (WB),,2019,577443,,577443,2019
North Korea,PRK,1990,20301,Lower-middle income,43764,2019
North Korea,PRK,1991,21481,Lower-middle income,43764,2019
North Korea,PRK,1992,22716,Lower-middle income,43764,2019
North Korea,PRK,1993,24007,Lower-middle income,43764,2019
North Korea,PRK,1994,25306,Lower-middle income,43764,2019
North Korea,PRK,1995,26313,Lower-middle income,43764,2019
North Korea,PRK,1996,27213,Lower-middle income,43764,2019
North Korea,PRK,1997,28299,Lower-middle income,43764,2019
North Korea,PRK,1998,29306,Low income,43764,2019
North Korea,PRK,1999,30289,Low income,43764,2019
North Korea,PRK,2000,31095,Low income,43764,2019
North Korea,PRK,2001,31827,Low income,43764,2019
North Korea,PRK,2002,32563,Low income,43764,2019
North Korea,PRK,2003,33508,Low income,43764,2019
North Korea,PRK,2004,34664,Low income,43764,2019
North Korea,PRK,2005,35731,Low income,43764,2019
North Korea,PRK,2006,36861,Low income,43764,2019
North Korea,PRK,2007,37984,Low income,43764,2019
North Korea,PRK,2008,38973,Low income,43764,2019
North Korea,PRK,2009,39792,Low income,43764,2019
North Korea,PRK,2010,40442,Low income,43764,2019
North Korea,PRK,2011,41014,Low income,43764,2019
North Korea,PRK,2012,41431,Low income,43764,2019
North Korea,PRK,2013,41754,Low income,43764,2019
North Korea,PRK,2014,42029,Low income,43764,2019
North Korea,PRK,2015,42323,Low income,43764,2019
North Korea,PRK,2016,42698,Low income,43764,2019
North Korea,PRK,2017,43133,,43764,2019
North Korea,PRK,2018,43490,,43764,2019
North Korea,PRK,2019,43764,,43764,2019
North Korea,PRK,1987,,Not categorized,43764,2019
North Korea,PRK,1988,,Not categorized,43764,2019
North Korea,PRK,1989,,Not categorized,43764,2019
North Macedonia,MKD,1990,3635,Upper-middle income,5307,2019
North Macedonia,MKD,1991,3699,Upper-middle income,5307,2019
North Macedonia,MKD,1992,4011,Lower-middle income,5307,2019
North Macedonia,MKD,1993,4178,Lower-middle income,5307,2019
North Macedonia,MKD,1994,4260,Lower-middle income,5307,2019
North Macedonia,MKD,1995,4393,Lower-middle income,5307,2019
North Macedonia,MKD,1996,4511,Lower-middle income,5307,2019
North Macedonia,MKD,1997,4598,Lower-middle income,5307,2019
North Macedonia,MKD,1998,4725,Lower-middle income,5307,2019
North Macedonia,MKD,1999,4763,Lower-middle income,5307,2019
North Macedonia,MKD,2000,4780,Lower-middle income,5307,2019
North Macedonia,MKD,2001,4897,Lower-middle income,5307,2019
North Macedonia,MKD,2002,5081,Lower-middle income,5307,2019
North Macedonia,MKD,2003,5079,Lower-middle income,5307,2019
North Macedonia,MKD,2004,5003,Lower-middle income,5307,2019
North Macedonia,MKD,2005,5087,Lower-middle income,5307,2019
North Macedonia,MKD,2006,5217,Lower-middle income,5307,2019
North Macedonia,MKD,2007,5276,Lower-middle income,5307,2019
North Macedonia,MKD,2008,5129,Upper-middle income,5307,2019
North Macedonia,MKD,2009,5174,Upper-middle income,5307,2019
North Macedonia,MKD,2010,5153,Upper-middle income,5307,2019
North Macedonia,MKD,2011,5071,Upper-middle income,5307,2019
North Macedonia,MKD,2012,5104,Upper-middle income,5307,2019
North Macedonia,MKD,2013,5015,Upper-middle income,5307,2019
North Macedonia,MKD,2014,5100,Upper-middle income,5307,2019
North Macedonia,MKD,2015,5171,Upper-middle income,5307,2019
North Macedonia,MKD,2016,5209,Upper-middle income,5307,2019
North Macedonia,MKD,2017,5240,,5307,2019
North Macedonia,MKD,2018,5263,,5307,2019
North Macedonia,MKD,2019,5307,,5307,2019
North Macedonia,MKD,1987,,Upper-middle income,5307,2019
North Macedonia,MKD,1988,,Upper-middle income,5307,2019
North Macedonia,MKD,1989,,Upper-middle income,5307,2019
Northern Ireland,,1990,4093,,3151,2019
Northern Ireland,,1991,3993,,3151,2019
Northern Ireland,,1992,3907,,3151,2019
Northern Ireland,,1993,3959,,3151,2019
Northern Ireland,,1994,3833,,3151,2019
Northern Ireland,,1995,3825,,3151,2019
Northern Ireland,,1996,3717,,3151,2019
Northern Ireland,,1997,3664,,3151,2019
Northern Ireland,,1998,3612,,3151,2019
Northern Ireland,,1999,3605,,3151,2019
Northern Ireland,,2000,3460,,3151,2019
Northern Ireland,,2001,3291,,3151,2019
Northern Ireland,,2002,3288,,3151,2019
Northern Ireland,,2003,3214,,3151,2019
Northern Ireland,,2004,3174,,3151,2019
Northern Ireland,,2005,3091,,3151,2019
Northern Ireland,,2006,3065,,3151,2019
Northern Ireland,,2007,3036,,3151,2019
Northern Ireland,,2008,2979,,3151,2019
Northern Ireland,,2009,2906,,3151,2019
Northern Ireland,,2010,2877,,3151,2019
Northern Ireland,,2011,2790,,3151,2019
Northern Ireland,,2012,2797,,3151,2019
Northern Ireland,,2013,2784,,3151,2019
Northern Ireland,,2014,2749,,3151,2019
Northern Ireland,,2015,2803,,3151,2019
Northern Ireland,,2016,2840,,3151,2019
Northern Ireland,,2017,2911,,3151,2019
Northern Ireland,,2018,3062,,3151,2019
Northern Ireland,,2019,3151,,3151,2019
Northern Mariana Islands,MNP,1990,28,Not categorized,60,2019
Northern Mariana Islands,MNP,1991,29,Not categorized,60,2019
Northern Mariana Islands,MNP,1992,29,Lower-middle income,60,2019
Northern Mariana Islands,MNP,1993,28,Lower-middle income,60,2019
Northern Mariana Islands,MNP,1994,28,Lower-middle income,60,2019
Northern Mariana Islands,MNP,1995,28,High income,60,2019
Northern Mariana Islands,MNP,1996,29,High income,60,2019
Northern Mariana Islands,MNP,1997,31,High income,60,2019
Northern Mariana Islands,MNP,1998,33,High income,60,2019
Northern Mariana Islands,MNP,1999,35,High income,60,2019
Northern Mariana Islands,MNP,2000,38,High income,60,2019
Northern Mariana Islands,MNP,2001,39,High income,60,2019
Northern Mariana Islands,MNP,2002,40,Upper-middle income,60,2019
Northern Mariana Islands,MNP,2003,40,Upper-middle income,60,2019
Northern Mariana Islands,MNP,2004,40,Upper-middle income,60,2019
Northern Mariana Islands,MNP,2005,41,Upper-middle income,60,2019
Northern Mariana Islands,MNP,2006,43,Upper-middle income,60,2019
Northern Mariana Islands,MNP,2007,45,High income,60,2019
Northern Mariana Islands,MNP,2008,46,High income,60,2019
Northern Mariana Islands,MNP,2009,48,High income,60,2019
Northern Mariana Islands,MNP,2010,50,High income,60,2019
Northern Mariana Islands,MNP,2011,52,High income,60,2019
Northern Mariana Islands,MNP,2012,53,High income,60,2019
Northern Mariana Islands,MNP,2013,54,High income,60,2019
Northern Mariana Islands,MNP,2014,54,High income,60,2019
Northern Mariana Islands,MNP,2015,56,High income,60,2019
Northern Mariana Islands,MNP,2016,57,High income,60,2019
Northern Mariana Islands,MNP,2017,58,,60,2019
Northern Mariana Islands,MNP,2018,59,,60,2019
Northern Mariana Islands,MNP,2019,60,,60,2019
Northern Mariana Islands,MNP,1987,,Not categorized,60,2019
Northern Mariana Islands,MNP,1988,,Not categorized,60,2019
Northern Mariana Islands,MNP,1989,,Not categorized,60,2019
Norway,NOR,1990,8153,High income,4818,2019
Norway,NOR,1991,8020,High income,4818,2019
Norway,NOR,1992,8017,High income,4818,2019
Norway,NOR,1993,8015,High income,4818,2019
Norway,NOR,1994,7885,High income,4818,2019
Norway,NOR,1995,7803,High income,4818,2019
Norway,NOR,1996,7658,High income,4818,2019
Norway,NOR,1997,7565,High income,4818,2019
Norway,NOR,1998,7566,High income,4818,2019
Norway,NOR,1999,7486,High income,4818,2019
Norway,NOR,2000,7368,High income,4818,2019
Norway,NOR,2001,7260,High income,4818,2019
Norway,NOR,2002,7197,High income,4818,2019
Norway,NOR,2003,6956,High income,4818,2019
Norway,NOR,2004,6769,High income,4818,2019
Norway,NOR,2005,6645,High income,4818,2019
Norway,NOR,2006,6571,High income,4818,2019
Norway,NOR,2007,6547,High income,4818,2019
Norway,NOR,2008,6442,High income,4818,2019
Norway,NOR,2009,6289,High income,4818,2019
Norway,NOR,2010,6154,High income,4818,2019
Norway,NOR,2011,6144,High income,4818,2019
Norway,NOR,2012,5953,High income,4818,2019
Norway,NOR,2013,5789,High income,4818,2019
Norway,NOR,2014,5516,High income,4818,2019
Norway,NOR,2015,5341,High income,4818,2019
Norway,NOR,2016,5224,High income,4818,2019
Norway,NOR,2017,4993,,4818,2019
Norway,NOR,2018,4912,,4818,2019
Norway,NOR,2019,4818,,4818,2019
Norway,NOR,1987,,High income,4818,2019
Norway,NOR,1988,,High income,4818,2019
Norway,NOR,1989,,High income,4818,2019
OECD Countries,,1990,1917792,,1807122,2019
OECD Countries,,1991,1917620,,1807122,2019
OECD Countries,,1992,1909305,,1807122,2019
OECD Countries,,1993,1918489,,1807122,2019
OECD Countries,,1994,1909415,,1807122,2019
OECD Countries,,1995,1913756,,1807122,2019
OECD Countries,,1996,1891245,,1807122,2019
OECD Countries,,1997,1872007,,1807122,2019
OECD Countries,,1998,1867143,,1807122,2019
OECD Countries,,1999,1862527,,1807122,2019
OECD Countries,,2000,1830392,,1807122,2019
OECD Countries,,2001,1812662,,1807122,2019
OECD Countries,,2002,1808763,,1807122,2019
OECD Countries,,2003,1801555,,1807122,2019
OECD Countries,,2004,1769228,,1807122,2019
OECD Countries,,2005,1764299,,1807122,2019
OECD Countries,,2006,1746870,,1807122,2019
OECD Countries,,2007,1741126,,1807122,2019
OECD Countries,,2008,1740917,,1807122,2019
OECD Countries,,2009,1738383,,1807122,2019
OECD Countries,,2010,1729120,,1807122,2019
OECD Countries,,2011,1731322,,1807122,2019
OECD Countries,,2012,1733238,,1807122,2019
OECD Countries,,2013,1733571,,1807122,2019
OECD Countries,,2014,1727761,,1807122,2019
OECD Countries,,2015,1743545,,1807122,2019
OECD Countries,,2016,1744717,,1807122,2019
OECD Countries,,2017,1754626,,1807122,2019
OECD Countries,,2018,1782486,,1807122,2019
OECD Countries,,2019,1807122,,1807122,2019
Oman,OMN,1990,771,Upper-middle income,812,2019
Oman,OMN,1991,791,Upper-middle income,812,2019
Oman,OMN,1992,806,Upper-middle income,812,2019
Oman,OMN,1993,813,Upper-middle income,812,2019
Oman,OMN,1994,821,Upper-middle income,812,2019
Oman,OMN,1995,832,Upper-middle income,812,2019
Oman,OMN,1996,853,Upper-middle income,812,2019
Oman,OMN,1997,862,Upper-middle income,812,2019
Oman,OMN,1998,855,Upper-middle income,812,2019
Oman,OMN,1999,840,Upper-middle income,812,2019
Oman,OMN,2000,835,Upper-middle income,812,2019
Oman,OMN,2001,837,Upper-middle income,812,2019
Oman,OMN,2002,836,Upper-middle income,812,2019
Oman,OMN,2003,809,Upper-middle income,812,2019
Oman,OMN,2004,762,Upper-middle income,812,2019
Oman,OMN,2005,756,Upper-middle income,812,2019
Oman,OMN,2006,789,Upper-middle income,812,2019
Oman,OMN,2007,803,High income,812,2019
Oman,OMN,2008,792,High income,812,2019
Oman,OMN,2009,759,High income,812,2019
Oman,OMN,2010,769,High income,812,2019
Oman,OMN,2011,810,High income,812,2019
Oman,OMN,2012,832,High income,812,2019
Oman,OMN,2013,829,High income,812,2019
Oman,OMN,2014,809,High income,812,2019
Oman,OMN,2015,827,High income,812,2019
Oman,OMN,2016,852,High income,812,2019
Oman,OMN,2017,865,,812,2019
Oman,OMN,2018,824,,812,2019
Oman,OMN,2019,812,,812,2019
Oman,OMN,1987,,Upper-middle income,812,2019
Oman,OMN,1988,,Upper-middle income,812,2019
Oman,OMN,1989,,Upper-middle income,812,2019
Pakistan,PAK,1990,97483,Low income,134289,2019
Pakistan,PAK,1991,100185,Low income,134289,2019
